Gender,IsSenior,Married,Dependents,ClientMonths,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,Churn
male,0,yes,yes,62,yes,dsl,yes,yes,no,one year,credit card (automatic),71.4,4487.3,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,44.4,44.4,yes
male,0,no,no,36,yes,dsl,yes,yes,yes,month-to-month,credit card (automatic),79.2,2854.95,no
male,0,no,no,44,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.4,905.55,no
female,1,no,no,55,yes,fiber optic,no,no,yes,one year,electronic check,100.0,5509.3,yes
female,0,yes,no,72,yes,fiber optic,yes,no,yes,two year,credit card (automatic),105.0,7589.8,no
female,0,yes,yes,12,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.8,229.6,yes
female,0,no,no,13,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),30.85,394.1,no
male,0,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,89.9,89.9,yes
female,0,yes,yes,15,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.55,295.95,no
female,0,no,no,65,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),84.85,5459.2,no
female,0,yes,yes,12,yes,dsl,yes,yes,no,one year,credit card (automatic),33.15,444.75,no
male,0,yes,no,72,yes,dsl,yes,yes,yes,two year,credit card (automatic),92.0,6782.15,no
female,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,credit card (automatic),89.8,6510.45,no
female,0,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),115.8,8476.5,no
male,0,no,yes,52,yes,dsl,yes,yes,yes,two year,mailed check,85.15,4461.85,no
male,0,no,no,2,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,24.85,62.0,no
female,0,no,no,5,yes,dsl,yes,yes,yes,month-to-month,electronic check,64.35,352.65,no
female,0,no,no,68,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.5,1424.9,no
female,0,no,yes,62,yes,fiber optic,no,no,yes,one year,electronic check,100.15,6413.65,yes
male,0,no,no,72,yes,dsl,yes,yes,yes,two year,credit card (automatic),86.05,6309.65,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,50.8,50.8,yes
female,0,yes,no,66,yes,fiber optic,yes,yes,no,one year,electronic check,89.0,5898.6,no
male,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,credit card (automatic),64.8,4719.75,no
male,0,no,no,26,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),19.8,457.3,no
male,0,yes,yes,64,yes,fiber optic,yes,no,no,two year,bank transfer (automatic),93.4,5822.3,no
male,1,yes,no,20,yes,fiber optic,no,no,no,month-to-month,electronic check,73.65,1463.5,yes
female,0,no,no,3,yes,fiber optic,no,no,yes,month-to-month,electronic check,95.1,307.4,yes
male,0,no,no,22,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),94.65,2104.55,yes
male,0,yes,no,4,yes,fiber optic,no,yes,no,month-to-month,mailed check,80.6,319.15,yes
male,0,yes,no,62,yes,dsl,no,yes,yes,two year,bank transfer (automatic),39.0,2337.45,no
female,0,no,no,5,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.5,104.3,no
male,0,yes,no,59,yes,fiber optic,no,no,no,one year,electronic check,85.55,5084.65,yes
male,0,no,yes,3,yes,no,no internet service,no internet service,no internet service,two year,mailed check,26.4,121.25,no
female,0,yes,no,72,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),98.2,7015.9,no
male,0,yes,yes,57,yes,fiber optic,no,no,yes,one year,credit card (automatic),97.55,5598.0,no
male,0,no,yes,66,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.95,1269.1,no
female,0,no,no,60,yes,dsl,no,no,yes,month-to-month,electronic check,50.8,3027.4,yes
male,0,no,yes,45,yes,fiber optic,no,no,yes,two year,bank transfer (automatic),99.7,4634.35,no
female,0,no,no,3,yes,dsl,no,no,yes,month-to-month,credit card (automatic),34.8,113.95,no
female,0,no,no,15,yes,fiber optic,yes,yes,yes,month-to-month,electronic check,105.1,1582.75,yes
female,0,no,yes,51,yes,dsl,yes,yes,yes,one year,bank transfer (automatic),60.15,3077.0,no
female,0,no,no,60,yes,dsl,yes,yes,no,one year,electronic check,64.75,4039.5,no
male,0,no,no,33,yes,dsl,no,no,no,month-to-month,bank transfer (automatic),54.65,1665.2,no
male,0,no,no,10,yes,fiber optic,yes,yes,yes,month-to-month,electronic check,110.1,1043.3,yes
male,1,no,no,26,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),19.3,504.2,no
female,0,no,no,6,yes,fiber optic,no,no,no,month-to-month,electronic check,83.9,497.55,yes
female,0,yes,no,67,yes,fiber optic,yes,yes,yes,one year,electronic check,111.25,7511.65,no
female,0,yes,yes,49,yes,dsl,yes,yes,no,one year,credit card (automatic),35.8,1782.0,no
male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.05,20.05,no
female,1,no,no,7,yes,fiber optic,no,no,yes,month-to-month,electronic check,84.35,609.65,no
female,1,no,no,27,yes,fiber optic,yes,no,yes,one year,bank transfer (automatic),110.5,2857.6,no
male,0,yes,yes,37,yes,fiber optic,no,no,yes,one year,credit card (automatic),91.2,3247.55,no
female,0,yes,yes,63,yes,fiber optic,yes,no,yes,month-to-month,electronic check,100.55,6215.35,yes
male,0,yes,yes,31,yes,fiber optic,yes,yes,no,month-to-month,electronic check,89.3,2823.0,no
male,0,yes,yes,50,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),103.85,5017.9,yes
male,1,no,no,32,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),81.1,2619.25,no
female,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,24.6,24.6,yes
female,0,yes,no,63,yes,fiber optic,no,yes,no,one year,credit card (automatic),81.2,4965.1,no
male,0,no,no,30,yes,fiber optic,yes,no,no,month-to-month,credit card (automatic),94.3,2679.7,no
male,0,yes,no,71,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),116.1,8310.55,no
female,0,no,no,53,yes,fiber optic,no,no,yes,two year,electronic check,105.55,5682.25,no
female,0,no,no,12,yes,fiber optic,yes,yes,yes,month-to-month,bank transfer (automatic),98.9,1120.95,yes
male,0,yes,no,50,yes,fiber optic,yes,no,no,month-to-month,credit card (automatic),94.4,4914.9,no
female,0,no,no,2,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.5,27.55,no
female,0,no,no,9,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),98.3,923.5,yes
male,0,no,no,17,yes,fiber optic,yes,no,yes,month-to-month,electronic check,93.85,1625.65,yes
female,0,yes,no,56,yes,fiber optic,yes,no,yes,one year,credit card (automatic),105.6,6068.65,no
male,0,yes,yes,67,yes,dsl,yes,no,yes,two year,credit card (automatic),81.35,5398.6,no
male,1,no,no,9,yes,fiber optic,no,no,yes,month-to-month,electronic check,100.5,918.6,yes
male,0,no,no,4,yes,dsl,no,no,yes,month-to-month,electronic check,56.4,234.85,no
male,0,no,no,19,yes,dsl,no,yes,no,one year,bank transfer (automatic),65.35,1231.85,no
female,0,no,yes,8,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.95,170.9,no
female,0,no,no,71,yes,fiber optic,no,yes,yes,two year,electronic check,111.25,7984.15,no
male,1,no,no,10,yes,fiber optic,no,no,no,month-to-month,electronic check,72.85,688.65,yes
female,1,no,no,15,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),89.0,1288.3,no
male,0,yes,yes,72,yes,fiber optic,yes,no,yes,one year,bank transfer (automatic),106.1,7848.5,no
male,0,no,no,12,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),20.05,267.0,no
male,0,yes,yes,72,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.2,1798.9,no
male,1,yes,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,73.55,73.55,yes
female,1,no,no,23,yes,fiber optic,yes,no,no,month-to-month,bank transfer (automatic),75.4,1643.55,no
male,0,no,no,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),65.55,4807.45,no
female,0,no,no,26,yes,fiber optic,no,no,no,month-to-month,electronic check,80.7,2193.0,no
female,0,no,no,21,yes,fiber optic,no,yes,yes,one year,mailed check,104.55,2239.4,no
male,0,yes,no,60,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),24.15,1505.9,no
male,0,no,no,12,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.45,255.35,no
male,0,yes,no,16,yes,fiber optic,no,no,no,month-to-month,electronic check,75.4,1189.4,no
female,0,yes,no,63,yes,dsl,yes,no,yes,one year,credit card (automatic),79.7,4786.15,no
female,1,no,no,22,yes,fiber optic,yes,no,no,month-to-month,electronic check,81.7,1820.9,no
female,0,yes,yes,32,yes,dsl,yes,yes,no,month-to-month,bank transfer (automatic),76.3,2404.15,no
female,1,no,no,3,yes,fiber optic,no,no,no,month-to-month,electronic check,79.4,205.05,yes
female,0,no,no,13,yes,fiber optic,no,no,no,month-to-month,electronic check,81.15,952.3,yes
female,0,yes,yes,68,yes,fiber optic,no,yes,yes,two year,credit card (automatic),103.75,7039.45,no
female,0,yes,yes,30,yes,fiber optic,no,no,no,one year,electronic check,86.45,2538.05,no
female,0,no,no,16,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),75.1,1212.85,no
male,0,no,no,33,yes,fiber optic,no,yes,no,two year,bank transfer (automatic),80.6,2651.1,no
male,0,yes,no,72,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.3,1304.8,no
female,1,no,no,4,yes,fiber optic,no,no,no,month-to-month,electronic check,84.6,360.1,yes
female,0,no,no,12,yes,dsl,yes,yes,no,one year,mailed check,33.6,435.45,no
female,1,yes,no,4,yes,fiber optic,no,no,yes,month-to-month,electronic check,83.25,308.05,no
female,0,yes,yes,0,yes,dsl,yes,no,yes,two year,mailed check,80.85,80.85,no
female,0,no,no,6,yes,fiber optic,yes,no,no,month-to-month,electronic check,79.05,434.5,yes
female,0,yes,no,65,yes,fiber optic,no,yes,yes,one year,credit card (automatic),108.05,7118.9,no
female,0,no,no,15,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.9,320.45,no
female,0,no,yes,24,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),21.05,531.55,no
female,0,no,yes,13,yes,dsl,no,no,no,month-to-month,electronic check,30.15,382.2,no
male,0,no,no,24,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),79.85,2001.0,no
female,0,yes,no,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),65.5,4919.7,no
female,0,yes,yes,54,yes,fiber optic,yes,no,yes,month-to-month,bank transfer (automatic),104.1,5645.8,no
female,0,no,no,3,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),74.4,215.8,yes
male,0,yes,yes,4,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.5,77.6,no
female,1,yes,yes,32,yes,fiber optic,no,no,yes,month-to-month,mailed check,91.35,2896.55,no
male,1,no,no,35,yes,fiber optic,no,no,yes,month-to-month,electronic check,99.05,3395.8,yes
male,0,yes,yes,35,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.5,759.35,no
male,1,no,no,2,yes,dsl,no,no,no,month-to-month,mailed check,44.95,85.15,yes
female,0,no,no,8,yes,fiber optic,no,no,no,month-to-month,electronic check,75.6,535.55,no
male,0,no,no,22,yes,dsl,yes,yes,no,month-to-month,mailed check,55.1,1253.15,no
female,0,no,no,15,yes,dsl,yes,yes,no,month-to-month,electronic check,58.95,955.15,no
male,0,no,no,22,yes,fiber optic,no,no,yes,month-to-month,electronic check,95.1,2162.6,no
male,0,yes,no,1,yes,dsl,no,no,no,month-to-month,credit card (automatic),44.7,44.7,yes
female,0,yes,yes,71,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.45,1813.35,no
male,0,no,no,4,yes,dsl,yes,no,no,month-to-month,electronic check,56.75,245.15,no
male,0,no,no,25,yes,dsl,yes,yes,no,month-to-month,bank transfer (automatic),81.75,2028.8,no
female,0,yes,yes,32,yes,fiber optic,no,no,yes,month-to-month,electronic check,86.1,2723.75,no
male,1,yes,no,7,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),29.8,220.45,no
male,0,no,no,17,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.5,365.8,no
male,1,yes,no,8,yes,dsl,yes,no,yes,month-to-month,bank transfer (automatic),60.9,551.95,no
female,1,no,no,56,yes,dsl,yes,yes,no,two year,bank transfer (automatic),73.25,4054.2,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,45.7,45.7,yes
male,1,no,no,8,yes,fiber optic,yes,yes,yes,month-to-month,credit card (automatic),100.3,832.35,yes
male,0,no,no,7,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,19.25,112.3,yes
male,0,no,yes,3,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.85,60.65,no
female,0,no,no,71,yes,dsl,yes,yes,yes,two year,credit card (automatic),77.35,5550.1,no
female,0,no,no,2,yes,fiber optic,no,no,yes,month-to-month,electronic check,96.0,174.8,yes
female,0,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,90.55,90.55,yes
male,0,yes,no,49,yes,fiber optic,yes,no,yes,month-to-month,bank transfer (automatic),93.85,4733.1,no
male,0,no,no,58,yes,dsl,no,yes,yes,two year,bank transfer (automatic),70.1,4048.95,no
male,1,yes,no,44,yes,dsl,no,no,no,month-to-month,electronic check,30.35,1359.7,yes
female,0,yes,yes,59,yes,dsl,no,yes,yes,two year,credit card (automatic),75.95,4542.35,no
male,0,no,no,71,yes,fiber optic,yes,yes,yes,two year,electronic check,108.05,7532.15,yes
male,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,69.9,69.9,yes
female,0,no,no,11,yes,fiber optic,no,no,no,month-to-month,electronic check,75.25,888.65,no
male,1,yes,no,62,yes,fiber optic,no,no,yes,one year,electronic check,103.75,6383.35,yes
female,0,yes,yes,35,yes,dsl,yes,yes,no,one year,bank transfer (automatic),54.95,1916.0,no
female,0,no,no,20,yes,no,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.5,413.0,no
male,0,yes,yes,40,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.6,808.95,no
female,0,no,no,39,yes,dsl,yes,no,no,one year,electronic check,47.85,1886.4,no
male,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,86.6,86.6,yes
female,0,yes,yes,72,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),23.75,1679.25,no
female,1,yes,no,33,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),80.6,2656.5,yes
female,0,no,no,12,yes,dsl,no,no,no,month-to-month,bank transfer (automatic),43.8,540.95,no
male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.75,19.75,no
male,0,no,yes,27,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.15,537.35,no
male,0,yes,yes,34,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),19.6,678.8,no
female,0,yes,no,56,yes,fiber optic,yes,no,no,two year,bank transfer (automatic),80.3,4513.65,no
female,0,no,no,58,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),24.35,1423.85,no
female,0,yes,yes,22,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),25.25,555.4,no
female,0,yes,yes,10,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),26.1,225.55,no
male,0,no,no,13,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.0,268.45,no
female,0,no,no,35,yes,fiber optic,no,yes,no,month-to-month,credit card (automatic),85.3,2917.5,yes
female,0,no,no,34,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),70.0,2416.1,yes
female,1,no,no,4,yes,fiber optic,no,no,yes,month-to-month,electronic check,94.3,424.45,yes
male,0,yes,no,72,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.7,1492.1,no
male,0,no,no,2,yes,dsl,no,yes,yes,month-to-month,electronic check,70.3,132.4,no
female,0,no,no,7,yes,fiber optic,no,no,yes,month-to-month,electronic check,95.35,660.9,yes
male,1,yes,no,27,yes,fiber optic,no,no,no,month-to-month,electronic check,75.5,1893.95,yes
male,0,yes,yes,4,yes,fiber optic,no,no,no,month-to-month,mailed check,69.55,284.9,no
female,0,no,no,37,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.85,784.25,no
male,0,no,no,21,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.0,417.7,no
female,1,yes,no,53,yes,fiber optic,no,no,yes,one year,credit card (automatic),95.85,5016.25,no
female,0,no,no,18,yes,fiber optic,no,yes,no,month-to-month,electronic check,90.1,1612.75,yes
female,0,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,68.95,119.75,yes
male,0,yes,yes,32,yes,fiber optic,yes,no,yes,month-to-month,credit card (automatic),99.55,3204.65,yes
male,1,yes,no,23,yes,no,no internet service,no internet service,no internet service,one year,electronic check,20.75,485.2,no
male,0,no,no,3,yes,dsl,yes,no,no,month-to-month,mailed check,50.15,160.85,no
female,0,yes,yes,71,yes,dsl,yes,yes,yes,two year,mailed check,58.65,4145.25,no
male,0,no,no,9,yes,fiber optic,no,yes,yes,month-to-month,bank transfer (automatic),95.9,827.45,no
female,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,49.5,49.5,no
male,0,yes,yes,18,yes,dsl,no,no,no,month-to-month,electronic check,57.45,990.85,yes
